,Unnamed: 0,Unnamed: 0.1,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,FIPS,Last_Update,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
469,469,469,"Sullivan, TN",US,36.4933,-82.3452,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
470,470,470,"Johnson, IN",US,39.4638,-86.1345,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
471,471,471,"Howard, IN",US,40.4483,-86.1345,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
472,472,472,"St. Joseph, IN",US,41.6228,-86.3377,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
473,473,473,"Knox, NE",US,42.6712,-97.8722,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
474,474,474,"Stark, OH",US,40.8685,-81.2519,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
475,475,475,"Anoka, MN",US,45.3293,-93.2197,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
476,476,476,"Olmsted, MN",US,43.9952,-92.3814,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
477,477,477,"Summit, UT",US,40.8298,-110.9984,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
478,478,478,"Fairfield, CT",US,41.256,-73.3709,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
479,479,479,"Litchfield, CT",US,41.7866,-73.2765,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
480,480,480,"Orleans, LA",US,29.9511,-90.0715,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
481,481,481,"Pennington, SD",US,43.8901,-102.2548,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
482,482,482,"Beadle, SD",US,44.4797,-98.2213,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
483,483,483,"Charles Mix, SD",US,43.0985,-98.3965,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
484,484,484,"Davison, SD",US,43.7242,-98.2213,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
485,485,485,"Minnehaha, SD",US,43.6632,-96.8351,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
486,486,486,"Bon Homme, SD",US,42.9815,-97.8722,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
487,487,487,"Socorro, NM",US,33.8837,-106.7235,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
488,488,488,"Bernalillo, NM",US,35.0178,-106.6291,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
489,489,489,"Oakland, MI",US,42.5922,-83.3362,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
490,490,490,"Wayne, MI",US,42.2791,-83.3362,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
491,491,491,"New Castle, DE",US,39.5393,-75.6674,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
492,492,492,Alabama,US,32.3182,-86.9023,2020-03-01,0.0,0.0,0.0,1.0,,,,,,,,,,
493,493,493,Puerto Rico,US,18.2208,-66.5901,2020-03-01,0.0,0.0,0.0,72.0,,,,,,,,,,
494,494,494,Guam,US,13.4443,144.7937,2020-03-01,0.0,0.0,0.0,66.0,,,,,,,,,,
495,495,495,Virgin Islands,US,18.3358,-64.8963,2020-03-01,0.0,0.0,0.0,78.0,,,,,,,,,,
496,496,496,United States Virgin Islands,US,18.3358,-64.8963,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
497,497,497,US,US,37.0902,-95.7129,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
498,498,498,Alabama,US,32.3182,-86.9023,2020-05-01,7294.0,289.0,0.0,1.0,2020-05-02 02:32:31,7005.0,155.5589726112559,91933.0,1008.0,3.9621606800109683,84000001.0,USA,1960.6530064533301,13.81957773512476
499,499,499,Alaska,US,61.3707,-152.4044,2020-05-01,364.0,9.0,254.0,2.0,2020-05-02 02:32:31,101.0,60.89512487682957,20325.0,,2.4725274725274726,84000002.0,USA,3400.2566294548383,
500,500,500,American Samoa,US,-14.271,-170.132,2020-05-01,0.0,0.0,0.0,60.0,2020-05-02 02:32:31,0.0,0.0,57.0,,,16.0,ASM,102.44244352186337,
501,501,501,Arizona,US,33.7298,-111.4312,2020-05-01,7969.0,330.0,1528.0,4.0,2020-05-02 02:32:31,6111.0,109.48358069148723,74879.0,1203.0,4.141046555402183,84000004.0,USA,1028.7389934242533,15.095996988329778
502,502,502,Arkansas,US,34.9697,-92.3731,2020-05-01,3337.0,64.0,1973.0,5.0,2020-05-02 02:32:31,1300.0,128.89011972451428,49676.0,414.0,1.917890320647288,84000005.0,USA,1918.7130918294788,12.406353011687145
503,503,503,California,US,36.1162,-119.6816,2020-05-01,52026.0,2126.0,0.0,6.0,2020-05-02 02:32:31,49900.0,132.6902094488406,654985.0,,4.08641832929689,84000006.0,USA,1670.5127596941693,
504,504,504,Colorado,US,39.0598,-105.3111,2020-05-01,15793.0,821.0,2486.0,8.0,2020-05-02 02:32:31,12486.0,278.69280316820056,72390.0,2697.0,5.198505667067689,84000008.0,USA,1277.4376002878516,17.077186095105425
505,505,505,Connecticut,US,41.5978,-72.7554,2020-05-01,28764.0,2339.0,4346.0,9.0,2020-05-02 02:32:31,22079.0,806.7793700759572,100257.0,7758.0,8.131692393269365,84000009.0,USA,2812.031682161913,26.971214017521906
506,506,506,Delaware,US,39.3185,-75.5071,2020-05-01,4918.0,159.0,1403.0,10.0,2020-05-02 02:32:31,3356.0,505.05050505050485,22585.0,,3.2330215534770232,84000010.0,USA,2319.3504791715445,
507,507,507,Diamond Princess,US,,,2020-05-01,49.0,0.0,0.0,88888.0,2020-05-02 02:32:31,49.0,,,,0.0,84088888.0,USA,,
508,508,508,District of Columbia,US,38.8974,-77.0268,2020-05-01,4658.0,231.0,666.0,11.0,2020-05-02 02:32:31,3761.0,660.0080198484162,21135.0,,4.959209961356805,84000011.0,USA,2994.6907469936195,
509,509,509,Florida,US,27.7663,-81.6868,2020-05-01,34728.0,1314.0,0.0,12.0,2020-05-02 02:32:31,33414.0,163.55976275356872,402699.0,5795.0,3.7836903939184516,84000012.0,USA,1896.6065682187107,16.686823312600783
510,510,510,Georgia,US,33.0406,-83.6431,2020-05-01,27489.0,1169.0,0.0,13.0,2020-05-02 02:32:31,26320.0,271.110903778954,168367.0,5269.0,4.252610134963076,84000013.0,USA,1660.5234652606916,19.16766706682673
511,511,511,Grand Princess,US,,,2020-05-01,103.0,3.0,0.0,99999.0,2020-05-02 02:32:31,100.0,,,,2.9126213592233015,84099999.0,USA,,
512,512,512,Guam,US,13.4443,144.7937,2020-05-01,145.0,5.0,131.0,66.0,2020-05-02 02:32:31,9.0,88.29134927448868,3005.0,,3.4482758620689653,316.0,GUM,1829.762100481645,
513,513,513,Hawaii,US,21.0943,-157.4983,2020-05-01,619.0,16.0,526.0,15.0,2020-05-02 02:32:31,77.0,43.721296862661454,31094.0,70.0,2.5848142164781907,84000015.0,USA,2196.2358718054847,11.308562197092085
514,514,514,Idaho,US,44.2405,-114.4788,2020-05-01,2015.0,63.0,1175.0,16.0,2020-05-02 02:32:31,777.0,125.11665653521864,29225.0,178.0,3.126550868486353,84000016.0,USA,1814.657214512042,8.833746898263028
515,515,515,Illinois,US,40.3495,-88.9861,2020-05-01,56055.0,2457.0,0.0,17.0,2020-05-02 02:32:31,53598.0,477.64704699431724,284688.0,,4.383195076264383,84000017.0,USA,2425.8385962843313,
516,516,516,Indiana,US,39.8494,-86.2583,2020-05-01,18630.0,1175.0,0.0,18.0,2020-05-02 02:32:31,17455.0,284.688525081166,99639.0,,6.3070316693505095,84000018.0,USA,1522.6022517746808,
517,517,517,Iowa,US,42.0115,-93.2105,2020-05-01,7884.0,170.0,2899.0,19.0,2020-05-02 02:32:31,4815.0,300.83416230621214,45592.0,,2.156265854895992,84000019.0,USA,1739.67923996256,
518,518,518,Kansas,US,38.5266,-96.7265,2020-05-01,4634.0,140.0,280.0,20.0,2020-05-02 02:32:31,4214.0,190.03579267152432,33034.0,534.0,3.0211480362537766,84000020.0,USA,1354.6919238478927,11.523521795425115
519,519,519,Kentucky,US,37.6681,-84.6701,2020-05-01,4882.0,246.0,1675.0,21.0,2020-05-02 02:32:31,2961.0,142.61080599643094,56612.0,1375.0,5.038918476034413,84000021.0,USA,1653.7244877242829,28.16468660385088
520,520,520,Louisiana,US,31.1695,-91.8678,2020-05-01,28711.0,1970.0,17303.0,22.0,2020-05-02 02:32:31,9438.0,624.5233580132192,168251.0,,6.861481662080736,84000022.0,USA,3659.805632304069,
521,521,521,Maine,US,44.6939,-69.3819,2020-05-01,1123.0,55.0,657.0,23.0,2020-05-02 02:32:31,411.0,95.65538847331274,20669.0,177.0,4.8975957257346385,84000023.0,USA,1760.5531828627793,15.761353517364205
522,522,522,Maryland,US,39.0639,-76.8021,2020-05-01,23472.0,1080.0,1517.0,24.0,2020-05-02 02:32:31,20875.0,394.9297826893488,120983.0,4718.0,4.601226993865031,84000024.0,USA,2035.6079541200354,20.10054533060668
523,523,523,Massachusetts,US,42.2302,-71.5301,2020-05-01,64311.0,3716.0,0.0,25.0,2020-05-02 02:32:31,60595.0,936.9629410767141,289636.0,6169.0,5.778171696910326,84000025.0,USA,4219.77886211838,9.592449192206619
524,524,524,Michigan,US,43.3266,-84.5361,2020-05-01,42356.0,3866.0,8342.0,26.0,2020-05-02 02:32:31,30148.0,531.6257448138689,190505.0,,9.127396354707717,84000026.0,USA,2391.0983689622744,
525,525,525,Minnesota,US,45.6945,-93.9002,2020-05-01,5730.0,370.0,2282.0,27.0,2020-05-02 02:32:31,3078.0,115.8407470737576,74829.0,1096.0,6.457242582897033,84000027.0,USA,1512.7831174139978,19.12739965095986
526,526,526,Mississippi,US,32.7416,-89.6787,2020-05-01,7212.0,281.0,3413.0,28.0,2020-05-02 02:32:31,3518.0,249.1014456311572,71548.0,1226.0,3.8962839711591792,84000028.0,USA,2471.2576583496993,16.99944536882973
527,527,527,Missouri,US,38.4561,-92.2884,2020-05-01,8067.0,360.0,0.0,29.0,2020-05-02 02:32:31,7707.0,137.67489678222688,82425.0,,4.462625511342506,84000029.0,USA,1406.7005537715447,
528,528,528,Montana,US,46.9219,-110.4544,2020-05-01,453.0,16.0,397.0,30.0,2020-05-02 02:32:31,40.0,52.310254080026596,14203.0,61.0,3.532008830022076,84000030.0,USA,1640.0939044119598,13.465783664459162
529,529,529,Nebraska,US,41.1254,-98.2681,2020-05-01,5008.0,73.0,0.0,31.0,2020-05-02 02:32:31,4935.0,328.33488059834576,27385.0,,1.4576677316293931,84000031.0,USA,1795.4174730802113,
530,530,530,Nevada,US,38.3135,-117.0554,2020-05-01,5248.0,246.0,182.0,32.0,2020-05-02 02:32:31,4820.0,173.96510156638203,43595.0,,4.6875,84000032.0,USA,1445.1235904699743,
531,531,531,New Hampshire,US,43.4525,-71.5639,2020-05-01,2310.0,81.0,980.0,33.0,2020-05-02 02:32:31,1249.0,173.9263997687005,22049.0,262.0,3.5064935064935066,84000033.0,USA,1660.1312504329333,11.341991341991339
532,532,532,New Jersey,US,40.2989,-74.521,2020-05-01,121190.0,7538.0,15642.0,34.0,2020-05-02 02:32:31,98010.0,1364.4157578254913,256545.0,,6.21998514728938,84000034.0,USA,2888.3079510796324,
533,533,533,New Mexico,US,34.8405,-106.2485,2020-05-01,3513.0,131.0,760.0,35.0,2020-05-02 02:32:31,2622.0,210.67049347749042,67869.0,536.0,3.729006547110731,84000035.0,USA,4070.024401316197,15.257614574437802
534,534,534,New York,US,42.1657,-74.9481,2020-05-01,308314.0,24039.0,56187.0,36.0,2020-05-02 02:32:31,228088.0,1828.5602447063568,927438.0,67180.0,7.796921320471988,84000036.0,USA,5500.4841046140455,21.789474367041393
535,535,535,North Carolina,US,35.6301,-79.8064,2020-05-01,11070.0,419.0,0.0,37.0,2020-05-02 02:32:31,10651.0,111.61665175251757,133832.0,,3.7850045167118336,84000037.0,USA,1349.4019636262808,
536,536,536,North Dakota,US,47.5289,-99.784,2020-05-01,1107.0,23.0,482.0,38.0,2020-05-02 02:32:31,602.0,182.54735182662785,29525.0,86.0,2.0776874435411017,84000038.0,USA,4868.753895827629,7.768744354110208
537,537,537,Northern Mariana Islands,US,15.0979,145.6739,2020-05-01,14.0,2.0,12.0,69.0,2020-05-02 02:32:31,0.0,25.388074858552155,763.0,,14.285714285714285,580.0,MNP,1383.6500797910926,
538,538,538,Ohio,US,40.3888,-82.7649,2020-05-01,18743.0,1003.0,0.0,39.0,2020-05-02 02:32:31,17740.0,167.73970677993103,140506.0,3634.0,5.351331163634423,84000039.0,USA,1257.4526618375387,19.388571733447154
539,539,539,Oklahoma,US,35.5653,-96.9289,2020-05-01,3748.0,230.0,2467.0,40.0,2020-05-02 02:32:31,1051.0,102.47061351682535,63552.0,715.0,6.136606189967983,84000040.0,USA,1737.5166569427124,19.076840981856986
540,540,540,Oregon,US,44.572,-122.0709,2020-05-01,2579.0,104.0,0.0,41.0,2020-05-02 02:32:31,2475.0,64.3611772580192,58176.0,591.0,4.032570763861962,84000041.0,USA,1451.83243433987,22.915858860023263
541,541,541,Pennsylvania,US,40.5908,-77.2098,2020-05-01,49579.0,2635.0,0.0,42.0,2020-05-02 02:32:31,46944.0,393.87496974180016,227448.0,,5.314750196655842,84000042.0,USA,1806.9358824872013,
542,542,542,Puerto Rico,US,18.2208,-66.5901,2020-05-01,1575.0,94.0,0.0,72.0,2020-05-02 02:32:31,1481.0,53.69181511743336,10888.0,,5.9682539682539675,630.0,PRI,371.17237015785065,
543,543,543,Rhode Island,US,41.6809,-71.5118,2020-05-01,8962.0,279.0,485.0,44.0,2020-05-02 02:32:31,8198.0,845.9816814098309,66648.0,937.0,3.113144387413524,84000044.0,USA,6291.339779357556,10.455255523320687
544,544,544,South Carolina,US,33.8569,-80.945,2020-05-01,6258.0,256.0,3622.0,45.0,2020-05-02 02:32:31,2380.0,124.16728257580642,59379.0,1110.0,4.090763822307446,84000045.0,USA,1178.1606059553867,17.737296260786195
545,545,545,South Dakota,US,44.2998,-99.4388,2020-05-01,2525.0,21.0,1686.0,46.0,2020-05-02 02:32:31,818.0,343.12100145129995,17363.0,179.0,0.8316831683168316,84000046.0,USA,2359.449484435216,7.089108910891089
546,546,546,Tennessee,US,35.7478,-86.6923,2020-05-01,11891.0,204.0,5546.0,47.0,2020-05-02 02:32:31,6141.0,181.1291485406773,186132.0,1113.0,1.7155832141956102,84000047.0,USA,2835.2477231665416,9.360020183331931
547,547,547,Texas,US,31.0545,-97.5635,2020-05-01,29692.0,840.0,14122.0,48.0,2020-05-02 02:32:31,14730.0,129.18236724208046,351775.0,,2.8290448605685032,84000048.0,USA,1530.4838756763725,
548,548,548,Utah,US,40.15,-111.8624,2020-05-01,4828.0,46.0,2062.0,49.0,2020-05-02 02:32:31,2720.0,168.46471697020326,112558.0,403.0,0.9527754763877382,84000049.0,USA,3927.5169040455958,8.347141673570839
549,549,549,Vermont,US,44.0459,-72.7107,2020-05-01,879.0,50.0,0.0,50.0,2020-05-02 02:32:31,829.0,143.9588857352958,16233.0,,5.688282138794084,84000050.0,USA,2658.5717771798145,
550,550,550,Virgin Islands,US,18.3358,-64.8963,2020-05-01,66.0,4.0,51.0,78.0,2020-05-02 02:32:31,11.0,61.52813513815864,877.0,,6.0606060606060606,850.0,VIR,817.5784017600778,
551,551,551,Virginia,US,37.7693,-78.17,2020-05-01,16902.0,581.0,2196.0,51.0,2020-05-02 02:32:31,14125.0,213.75374182868083,105648.0,3654.0,3.4374630221275586,84000051.0,USA,1336.093676293721,21.61874334398296
552,552,552,Washington,US,47.4009,-121.4905,2020-05-01,14637.0,824.0,0.0,53.0,2020-05-02 02:32:31,13813.0,193.8828805403553,193981.0,,5.629568900731024,84000053.0,USA,2569.487944940812,
553,553,553,West Virginia,US,38.4912,-80.9545,2020-05-01,1152.0,46.0,555.0,54.0,2020-05-02 02:32:31,551.0,87.07496156456774,46844.0,,3.9930555555555554,84000054.0,USA,3540.746093342545,
554,554,554,Wisconsin,US,44.2685,-89.6165,2020-05-01,7314.0,327.0,3352.0,55.0,2020-05-02 02:32:31,3635.0,141.3450506331829,79880.0,1544.0,4.470877768662838,84000055.0,USA,1543.7028499560645,21.110199617172547
555,555,555,Wyoming,US,42.756,-107.3025,2020-05-01,566.0,7.0,373.0,56.0,2020-05-02 02:32:31,186.0,113.82833239481941,9695.0,56.0,1.2367491166077738,84000056.0,USA,1949.7626900490714,9.89399293286219
556,556,556,Alabama,US,32.3182,-86.9023,2020-06-01,18630.0,646.0,9355.0,1.0,2020-06-02 02:33:16,8629.0,379.95710951147066,223523.0,1856.0,3.467525496511004,84000001.0,USA,4558.730702594334,9.962426194310252
557,557,557,Alaska,US,61.3707,-152.4044,2020-06-01,466.0,10.0,368.0,2.0,2020-06-02 02:33:16,88.0,63.70079762694024,54190.0,,2.145922746781116,84000002.0,USA,7407.60992146758,
558,558,558,American Samoa,US,-14.271,-170.132,2020-06-01,0.0,0.0,,60.0,2020-06-02 02:33:16,0.0,0.0,174.0,,,16.0,ASM,312.7190381193724,
559,559,559,Arizona,US,33.7298,-111.4312,2020-06-01,20129.0,918.0,4869.0,4.0,2020-06-02 02:33:16,14342.0,276.5459901793132,228070.0,3018.0,4.5605842317055,84000004.0,USA,3133.381885846091,14.993293258482788
560,560,560,Arkansas,US,34.9697,-92.3731,2020-06-01,7443.0,133.0,5401.0,5.0,2020-06-02 02:33:16,1909.0,246.6362957965461,133236.0,711.0,1.786913878812307,84000005.0,USA,4414.998455830796,9.552599758162033
561,561,561,California,US,36.1162,-119.6816,2020-06-01,114733.0,4217.0,,6.0,2020-06-02 02:33:16,110516.0,290.37343710071684,2012583.0,,3.675490050813628,84000006.0,USA,5093.570665462179,
562,562,562,Colorado,US,39.0598,-105.3111,2020-06-01,26563.0,1458.0,3919.0,8.0,2020-06-02 02:33:16,21186.0,461.2644163580341,186376.0,4347.0,5.488837857169749,84000008.0,USA,3236.404655466061,16.364868426006094
563,563,563,Connecticut,US,41.5978,-72.7554,2020-06-01,42740.0,3970.0,7511.0,9.0,2020-06-02 02:33:16,31259.0,1198.7814725714932,261390.0,13793.0,9.288722508189052,84000009.0,USA,7331.527588101603,32.27187646233037
564,564,564,Delaware,US,39.3185,-75.5071,2020-06-01,9605.0,368.0,5353.0,10.0,2020-06-02 02:33:16,3884.0,986.3786297295854,62447.0,,3.831337844872462,84000010.0,USA,6412.950160408476,
565,565,565,Diamond Princess,US,,,2020-06-01,49.0,0.0,,88888.0,2020-06-02 02:33:16,49.0,,,,0.0,84088888.0,USA,,
566,566,566,District of Columbia,US,38.8974,-77.0268,2020-06-01,8857.0,468.0,1126.0,11.0,2020-06-02 02:33:16,7263.0,1254.978753069434,47263.0,,5.28395619284182,84000011.0,USA,6696.856814533212,
567,567,567,Florida,US,27.7663,-81.6868,2020-06-01,56830.0,2460.0,,12.0,2020-06-02 02:33:16,54370.0,264.5995711745609,1040400.0,10494.0,4.328699630476861,84000012.0,USA,4844.085761921751,18.465599155375678
568,568,568,Georgia,US,33.0406,-83.6431,2020-06-01,47902.0,2094.0,,13.0,2020-06-02 02:33:16,45808.0,451.1640913242319,471631.0,8127.0,4.371424992693416,84000013.0,USA,4442.0477549024845,16.96588868940754
569,569,569,Grand Princess,US,,,2020-06-01,103.0,3.0,,99999.0,2020-06-02 02:33:16,100.0,,,,2.9126213592233015,84099999.0,USA,,
570,570,570,Guam,US,13.4443,144.7937,2020-06-01,175.0,5.0,145.0,66.0,2020-06-02 02:33:16,25.0,106.55852498645183,6316.0,,2.8571428571428568,316.0,GUM,3845.8493932253136,
571,571,571,Hawaii,US,21.0943,-157.4983,2020-06-01,652.0,17.0,608.0,15.0,2020-06-02 02:33:16,27.0,46.049360394159926,48487.0,83.0,2.607361963190184,84000015.0,USA,3424.5327261221355,12.730061349693253
572,572,572,Idaho,US,44.2405,-114.4788,2020-06-01,2839.0,82.0,2248.0,16.0,2020-06-02 02:33:16,509.0,158.86383539490728,46697.0,242.0,2.8883409651285663,84000016.0,USA,2613.0554848312736,8.524128214159916
573,573,573,Illinois,US,40.3495,-88.9861,2020-06-01,121234.0,5412.0,,17.0,2020-06-02 02:33:16,115822.0,956.721216311373,918273.0,,4.464094230991307,84000017.0,USA,7246.574900324113,
574,574,574,Indiana,US,39.8494,-86.2583,2020-06-01,34830.0,2143.0,22224.0,18.0,2020-06-02 02:33:16,10463.0,517.362848713032,265896.0,5860.0,6.1527418891759975,84000018.0,USA,3949.604134981349,16.824576514498993
575,575,575,Iowa,US,42.0115,-93.2105,2020-06-01,19699.0,555.0,11440.0,19.0,2020-06-02 02:33:16,7704.0,624.3601568269484,159081.0,,2.8174018985735314,84000019.0,USA,5042.07513620934,
576,576,576,Kansas,US,38.5266,-96.7265,2020-06-01,9920.0,217.0,547.0,20.0,2020-06-02 02:33:16,9156.0,340.5056921430371,95241.0,842.0,2.1875,84000020.0,USA,3269.163571108367,8.487903225806452
577,577,577,Kentucky,US,37.6681,-84.6701,2020-06-01,10046.0,439.0,3232.0,21.0,2020-06-02 02:33:16,6375.0,224.85978718675247,216046.0,2274.0,4.369898467051564,84000021.0,USA,4835.761256475127,22.63587497511447
578,578,578,Louisiana,US,31.1695,-91.8678,2020-06-01,40341.0,2801.0,31728.0,22.0,2020-06-02 02:33:16,5812.0,867.7734483395049,387370.0,,6.943308296770035,84000022.0,USA,8332.698760151558,
579,579,579,Maine,US,44.6939,-69.3819,2020-06-01,2349.0,89.0,1586.0,23.0,2020-06-02 02:33:16,674.0,174.74922110500427,49633.0,284.0,3.7888463175819496,84000023.0,USA,3692.349123501353,12.09025117071094
580,580,580,Maryland,US,39.0639,-76.8021,2020-06-01,53327.0,2552.0,3782.0,24.0,2020-06-02 02:33:16,46993.0,882.0678567175238,308730.0,8886.0,4.78556828623399,84000024.0,USA,5106.621587646056,16.663228758415062
581,581,581,Massachusetts,US,42.2302,-71.5301,2020-06-01,100805.0,7035.0,,25.0,2020-06-02 02:33:16,93770.0,1462.5311008207034,592853.0,9823.0,6.978820495015127,84000025.0,USA,8601.418091511894,9.744556321611027
582,582,582,Michigan,US,43.3266,-84.5361,2020-06-01,57532.0,5516.0,38099.0,26.0,2020-06-02 02:33:16,13917.0,576.0771381827135,568023.0,,9.587707710491552,84000026.0,USA,5687.705351143008,
583,583,583,Minnesota,US,45.6945,-93.9002,2020-06-01,25208.0,1060.0,19441.0,27.0,2020-06-02 02:33:16,4707.0,446.9795192310421,255592.0,3086.0,4.205014281180578,84000027.0,USA,4532.068759096338,12.242145350682325
584,584,584,Mississippi,US,32.7416,-89.6787,2020-06-01,15752.0,739.0,11203.0,28.0,2020-06-02 02:33:16,3810.0,529.2745759704907,176254.0,2296.0,4.691467750126968,84000028.0,USA,5922.216932015163,14.57592686642966
585,585,585,Missouri,US,38.4561,-92.2884,2020-06-01,13724.0,776.0,,29.0,2020-06-02 02:33:16,12948.0,223.61158452693863,199708.0,,5.654328184202857,84000029.0,USA,3253.936339456854,
586,586,586,Montana,US,46.9219,-110.4544,2020-06-01,519.0,17.0,461.0,30.0,2020-06-02 02:33:16,41.0,48.5601312901276,40657.0,67.0,3.2755298651252414,84000030.0,USA,3804.064080660343,12.909441233140655
